delta36,action
2,3
q,1
6,1
2,1
g,1
56,0
u,1
1,1
6r,3
1,3
g,1
2bw,1
4,1
1,1
1,1
p,3
4,3
1,1
1,3
1,3
e,1
1,1
1,1
f,1
1,1
g,1
66,1
1,1
1,1
f,1
1,1
g,1
5r,3
q,1
6,1
1,1
g,1
cu,3
l5c,0
2,3
6m,1
1,1
1,1
e,0
1,3
1,3
f,1
1,1
e,1
g,1
g,1
5c,1
h,1
1,1
1,1
d,1
g,1
g,1
cc,0
5,0
1,0
1,0
6j,1
e,0
1,3
3,0
2,0
g,1
64,3
e,0
4,0
1,0
e,1
6l,0
1s4,1
1,1
1,1
1,1
71,1
1,3
1,0
80,1
e,1
g,1
1,1
cg,3
1,3
1,3
6j,0
e,3
1,3
3,3
6m,0
e,3
1,3
1,0
2,3
f,1
6l,3
1,3
3,0
f,1
1rl,1
1,3
1,3
1,3
c,2
k,3
66,3
1,3
1,3
72,3
1,3
1a,1
g,1
6z,1
4y,3
h,1
3,1
1,3
1,3
p,1
5s,1
1,3
1,0
d,3
2,3
3,1
2,1
a,1
68,1
2,3
d,3
1,1
1,3
3,3
c,1
6s,3
1r5,1
g,3
1,3
f,1
1,3
1,3
e,3
1,3
c,1
2,3
2,1
1,1
b,1
2,3
1,1
2,1
b,1
1,1
1,3
1,1
1,1
4v,1
1,1
f,0
1,0
1,0
e,1
1,1
c,1
2,1
2,1
1,1
b,1
2,1
1,1
2,1
b,1
2,1
1,1
1,1
5r,1
1,1
1,1
d,1
2,1
e,1
1,1
f,1
1,1
1,1
6z,1
1,1
4w,0
d,1
1,1
2,3
4,0
s,1
g,1
g,1
1,1
4u,3
e,3
1,3
2,1
4,1
c,1
4,1
s,1
g,1
4v,3
1,0
d,3
1,3
4,0
d,1
1,1
1,1
2,1
d,1
v,1
1,1
59,3
5,0
1,1
c,1
1,1
1,1
f,1
1r7,3
1,3
1,3
v,1
1,1
e,1
2,1
d,1
1,1
1,1
5b,3
1,3
g,1
g,1
1,1
e,1
f,1
1,1
1,1
5r,1
1,1
g,1
1,1
e,1
f,1
1,1
1,1
73,1
cd,3
k,1
18,0
5s,0
3,1
f,1
6p,1
1sf,1
2,1
1,1
d,2
1,1
2,1
d,2
1,1
1,1
3i,1
g,1
1,1
1,1
1,1
e,1
g,1
1,1
p,0
7,0
g,1
e,1
1,1
f,1
1,1
1,1
3i,1
g,1
2a,1
u,1
1,1
3j,1
9n,0
w,0
5s,0
1,0
1b,1
1,1
5r,0
1,0
f,1
1,1
6n,0
1,0
1xy,1
w,3
w,1
1,1
e,1
2,1
e,1
1,1
3j,1
1,1
1,1
e,1
1,1
1,1
f,1
w,3
p,1
1,1
1,1
5,1
1,1
8,1
1,1
1,1
4,1
2,1
8,1
6,1
1,1
3l,1
e,1
22,1
m,1
cd,0
d,3
1,3
6q,0
d,3
1,3
73,3
1,3
1ye,1
1,1
f,1
1,1
f,3
1,3
f,1
1,1
w,1
f,1
3k,1
g,1
g,1
u,3
b,1
1,1
1,1
5,1
1,1
t,1
3,1
f,1
5l,1
6o,2
2jq,1
2,1
e,1
2,1
d,3
1,3
2,3
e,1
2,1
g,1
4d,1
1s,3
b,1
1,1
5,1
2,1
d,1
3,1
2ws,0
2,1
1,1
e,1
1,1
1,1
9,3
5,3
1,3
1,3
f,1
1,1
g,1
4e,1
1,1
f,1
1,1
g,1
1,1
u,3
b,1
6,1
1,1
g,1
lpr,0
1,3
1,3
66,1
g,1
1,1
f,0
1,3
6n,1
1,1
1,1
f,3
l6,3
1,3
6q,1
d,0
5,3
6z,0
1s5,1
1,1
1,1
72,1
6p,1
ca,1
3k,1
5f,0
d,3
2,3
4,1
1,3
6k,0
d,3
1,3
6q,0
d,3
1s1,3
4,1
1,3
1,3
a,3
3,2
w,2
40,2
1u,3
1,3
73,3
1,3
kp,1
h,1
6n,1
3,0
c,3
2,3
4,1
6y,3
1rq,3
1,3
c,3
3,1
1,3
1,3
b,1
2,3
g,1
g,1
4x,1
1,1
f,1
1,1
g,0
1,0
b,1
1,1
1,1
2,1
u,1
1,1
5c,1
1,1
w,1
f,1
g,1
69,1
1,1
e,1
g,1
6y,1
5e,1
1,1
d,1
1,1
x,1
1,1
1,1
e,1
1,1
1,1
41,1
g,1
t,1
1,1
d,3
1,3
1,3
1,3
f,1
1,1
1,1
v,1
1,1
5a,1
1,1
d,3
1,3
h,1
1,1
1,1
1rn,3
z0,1
1c,1
1,1
f,1
1,1
5b,3
d,3
1,3
i,1
1,1
w,1
5b,3
d,3
1,3
i,1
1,1
1sy,1
1,1
zd,1
5c,1
w,1
1zs,1
e,2
1,1
3j,1
a,1
1,1
5,1
1,1
1,1
e,1
1,1
1,1
f,1
15,0
1,0
6,1
v,1
3k,1
a,1
6,1
29,1
f,0
lm,0
dc,0
1,0
1,0
1xd,1
1g,3
1,3
w,1
f,1
5s,3
x,0
f,0
74,1
3e,1
f,1
1,1
2l0,0
1f,3
g,1
74,0
2wt,0
x,1
1,1
9,3
6,3
1,3
g,1
4e,1
1c,0
x,3
h,0
lq2,0
1,3
6,3
6x,3
6,3
f,1
5r,1
jw,1
27o,3
s,1
6c,1
s,1
6,3
kd,1
d,1
1,1
4v,1
g,1
y,1
1q,1
25d,3
f,3
1,3
6,3
6y,3
5,1
6y,0
dc,1
g,1
4w,1
1c,1
1,3
8g,1
1,3
71,3
1r9,3
z,3
b,1
g,1
3,1
59,1
2,1
e,1
1,1
c,3
j,1
5u,1
2,1
1,1
7j,1
6j,1
1,1
6n,3
5v,1
1n,1
j,1
1,1
f,3
6o,1
1,1
2jz,1
eo,1
1,1
74,1
88s,1
1,1
7,1
2g,0
1,1
33m,1
1p,3
1,3
73,3
2wz,1
m6m,3
74,0
q9,3
21c,1
73,3
74,3
kw,1
4g,1
g,1
h,1
1z9,1
23,1
1,3
72,3
k0,1
dc,3
1,3
20x,1
f,1
1,3
1,3
5t,1
r,1
3,1
6b,1
e4,1
1,1
7k,1
1,1
5q,1
21d,1
yo,1
1,1
8nj,1
35a,1
1,1
g,1
h,1
phu,1
932,1
w,1
1,3
de,1
e5,1
5e,1
1n,1
3,1
g,1
1,1
73,1
1,1
2yn,1
1,1
74,1
8fh,1
y,1
365,1
94hj,3
d,3
1p,3
45,3
1,3
b,1
4,3
1,3
t,0
j,3
f,3
17,0
34,3
g,2
2,1
3,3
1,0
q,3
5,3
1,3
2i,3
3k,2
5,3
1,3
v,1
1,1
1,1
e,3
17,3
w,3
34,2
g,3
1,3
4,3
r,0
5,1
1,1
a,1
g,3
w,3
w,3
34,3
i,1
1,3
1,3
s,1
4,1
c,3
1,3
2,3
d,3
g,3
w,3
g,3
1,3
33,3
i,1
1,3
1,3
s,3
4,0
c,3
3,3
d,3
g,3
g,3
1,3
v,3
1,3
4j,0
1le,3
74,3
cq,2
1,2
4,3
1,3
1,3
9,3
1,3
4,3
1,3
a,3
1,0
1,3
1,1
2,3
1,3
c,0
y,3
y,3
3u,3
1,3
1,2
3,2
2,2
9,3
5,3
b,1
5,3
b,3
5,3
1,3
f,3
1,3
1,3
61,1
1,0
5,3
a,3
5,3
1,3
f,3
h,3
4t,2
1c,3
1,3
f,3
1,3
4s,3
j,2
u,3
f,3
3,3
g,3
1,3
g,3
5p,0
2xb,3
1t0,3
g,1
e,3
h,3
4x,3
g,2
g,3
f,3
1,1
de,2
73,2
w,3
1,3
1,2
5l,3
v,3
1,3
f,3
6,3
66,2
w,3
1,3
5o,3
1b,3
1,3
3,3
1,3
1rj,1
1,3
2,3
e,3
1,3
1,3
g,3
d,3
4w,3
1,3
g,3
g,3
g,1
g,3
z1,1
1ys,3
1,3
1a,0
2,2
4v,1
1,1
1,1
25,0
dc,3
2ld,3
1,3
f,2
16i,3
1xd,1
1i,3
g,3
a,2
40,3
g,2
1,2
e,1
1,1
1,3
2yn,1
1x,3
4b,3
g,2
2zn,3
w,1
1,3
1,3
1,3
e,1
1,3
1,3
f,1
1,3
6m,1
lwi,1
w,0
1,0
9,3
6,0
a,3
4,0
3x,3
3,3
2,3
1,3
9,0
k,1
g,0
1,0
1,0
1,0
g,0
f,0
g,0
a,3
i,0
1,0
1,0
1,0
3f,3
1,3
1,3
3,3
1,3
b,0
1,0
1,0
2,3
1,3
1,3
q,3
3,3
1,3
2,3
e,3
1,3
1,3
e,3
1,3
a,3
6,3
1,3
9,3
1,3
f,3
5,3
2z,2
g,3
1,3
1,3
3,3
1,0
a,3
1,0
1,2
3,0
1,0
a,3
2,1
3,0
1,1
a,2
k,1
1,1
1,1
1,1
e,0
b,3
w,3
1,2
3j,3
5,3
1,3
a,3
1,2
5,0
a,1
5,1
1,1
1,1
9,0
1,0
4,0
1,0
a,2
l,0
b,0
w,3
1,2
3j,3
1,3
4,3
1,3
a,0
1,2
4,0
b,1
1,0
f,0
5,0
1,0
a,3
1,2
1,2
3,0
1,0
q,3
1,2
f,3
g,3
1,2
1,0
3i,3
1,3
1,3
1,3
1,3
c,3
1,2
1,0
2,0
c,0
3,1
h,0
c,0
4,0
c,3
1,2
g,0
f,3
1,2
f,3
1,2
3j,3
1,3
1,3
1,3
1,3
c,0
1,2
1,0
e,0
3,1
d,0
3,0
1,0
c,0
4,0
c,3
1,2
f,3
1,2
v,3
1,2
4i,1
19,3
g,3
g,3
1ic,1
2,0
e,1
2,1
d,1
1,1
1,1
1,1
1,1
v,1
1,1
f,1
e,1
g,1
30,3
7,1
a,3
1,3
f,0
1,1
k,1
d,1
1,1
2,1
63,3
1,3
1,0
f,3
g,3
1,3
1p,1
3k,3
1,3
4,3
1,3
1,3
9,3
1,3
4,2
1,2
1,3
9,0
1,0
1,0
1,0
2,0
1,0
1,0
9,0
2,1
1,1
2,1
1,1
c,0
1,0
d,1
4,1
1,1
1,1
1,1
d,1
1,1
b,1
w,1
1,1
33,3
1,3
1,0
3,3
2,3
9,3
2,3
3,3
2,3
9,0
1,0
4,0
1,0
a,1
1,0
1,1
e,0
1,1
3,1
1,1
1,1
b,0
k,1
b,1
g,1
g,1
34,3
h,3
4,3
1,3
a,0
1,0
4,0
1,0
a,0
1,0
f,1
2,1
3,1
1,1
1,1
9,1
5,1
1,1
a,1
g,1
g,1
g,1
1,1
1,1
35,3
d,1
1,3
2,3
d,0
1,0
1,0
1,0
1,0
c,0
1,0
2,1
g,1
1,1
c,1
4,1
c,1
1,1
f,1
2,0
e,1
1,1
g,1
33,1
3,3
d,3
1,3
2,3
d,0
1,0
1,0
1,0
d,0
1,0
2,1
d,1
2,0
1,1
1,1
c,1
3,0
1,1
c,1
1,1
f,1
1,1
f,1
h,1
40,0
f,1
1,0
f,1
g,1
g,1
1j5,1
1,1
3,1
1,1
1,1
9,3
1,1
i,1
3,1
1,1
d,1
1,1
1,1
f,1
1,1
1,1
8,1
2,1
5,1
1,1
d,1
3,1
a,1
1,1
1,1
1,1
1,1
2z,1
h,1
1,1
1,1
2,1
2,1
3e,1
3j,1
2,1
f,3
1,1
1,0
w,3
h,1
1,3
1,3
1,3
e,3
1,3
a,3
h,3
e,3
1,3
4,3
3g,1
1,3
1,1
3,3
1,3
q,1
f,0
l,1
r,2
7,1
1,1
8,2
g,2
1,1
5,1
1,1
3e,1
w,1
g,1
f,3
m,1
1,1
15,2
35,3
l,1
16,1
1,1
1,1
4,1
1,1
1,1
8,1
1,1
2,1
3,1
1,1
p,2
1,1
6,1
9,2
g,2
3,1
3i,1
1,1
1,1
1,1
1,1
d,1
1,1
e,1
2,1
e,1
3,1
1,1
b,1
1,1
2,1
2,1
b,2
1,1
2,1
1,1
s,2
1,1
f,2
3l,1
1,1
1,1
1,1
d,0
1,1
1,1
e,1
j,1
1,1
b,1
g,2
1,1
2,1
d,2
4h,1
2,1
f,1
1,1
e,1
h,1
f,1
1,1
h,1
1j2,1
3,1
1,1
2,1
d,1
1,1
1,1
1,1
c,1
h,1
h,1
h,1
h,1
b,1
33,1
2,1
1,1
1,1
1,1
1,1
c,3
2,0
2,0
a,1
1,1
1,1
2,1
2,1
d,1
3,1
c,1
g,1
1,1
1q,1
40,0
1,3
3,3
1,3
c,3
1,3
2,3
1,3
e,3
27,3
37,1
g,1
c,1
3,1
1,1
1,1
a,1
1,1
3,1
e,1
h,1
h,1
1,1
15,1
1,1
4,1
35,3
g,1
a,1
1,1
h,2
4,1
1,1
1,1
a,1
1,1
3,1
1,1
21,1
40,1
g,1
6,1
c,1
4,1
1,1
9,1
1,1
2,1
3,1
1,1
1l,1
1,1
37,3
d,1
2,1
1,3
c,1
1,1
1,1
1,1
d,1
4,1
1,1
b,1
4,1
1,1
e,1
2,1
b,1
3,1
f,1
e,1
g,1
1,1
2,1
3k,1
d,1
2,1
1,1
d,1
4,1
1,1
f,1
1,1
e,1
2,1
b,1
1,1
2,1
d,1
1,1
2,1
t,1
1,1
3z,1
3,1
g,1
v,1
h,1
1j4,1
1,1
1,1
1,1
1,1
b,1
2,1
1,1
1,1
1,1
1,1
c,1
1,1
1,1
1,1
c,1
1,1
1,1
1,1
1,1
e,1
1,1
1,1
1,1
c,1
1,1
g,1
f,1
1,1
33,1
1,3
1,1
1,1
1,1
9,1
1,3
2,0
1,1
2,3
1,1
9,0
1,1
2,1
e,1
2,1
1,1
3,1
e,1
1,1
d,1
1,1
1,1
1,1
f,1
1,1
19,1
1,1
3z,0
1,1
1,1
1,1
e,3
g,1
2,1
1,1
c,3
1,1
2,1
f,1
1,1
e,1
2,1
f,1
f,1
1,1
1,1
3t,1
3,1
3,1
1,1
c,1
6l,1
g,1
1,1
7p,1
1,1
9,1
5g,0
f,1
g,1
h,1
1,1
g,1
5q,1
g,1
i,1
e,1
2,1
66,1
h,1
1k0,1
1,1
1,1
1,1
1,1
e,1
1,1
1,1
b,1
3,1
h,1
1p,1
35,1
1,1
1,1
1,1
f,3
d,1
h,1
2,1
6l,1
1,0
1,0
1,0
v,1
1,2
f,3
g,3
1,3
g,1
u,3
4g,1
2kh,1
1,1
1,1
b,1
3,1
1,1
f,1
1,1
g,1
4f,1
1,1
a,3
1,3
1,3
3,1
1,1
v,1
1,1
f,1
1,1
g,1
5p,0
2,0
1,0
w,3
f,1
1,3
9,0
7,3
g,1
f,1
g,1
1,1
5b,1
1,1
2j4,1
a,1
1,1
2,1
1,1
2,1
1,1
b,1
1,1
1,1
2,1
1,1
c,1
4t,0
1,1
5,1
1,1
9,3
1,3
3,1
b,0
1,0
1,1
l,1
1,1
d,1
2,1
64,0
4,0
1,0
s,3
3,1
e,1
2,1
1,1
f,1
g,3
66,1
2,1
1,1
2ix,0
h,0
3,1
1,1
2,1
d,1
1,1
2,1
d,1
x,1
3v,1
1,1
f,3
1,3
1,3
3,3
a,0
1,0
1,1
z,1
1,1
1c,1
4b,3
k,0
1,0
u,0
2,1
2,1
d,3
1,1
2,1
e,1
q,0
1,3
5x,1
2iz,1
h,1
2,1
1,1
1,1
1,1
c,1
1,1
1,1
1,1
1,1
d,1
1,1
g,1
h,1
3v,1
1,1
4,1
1,1
q,1
h,1
2,1
1,1
1,1
1,1
d,1
1,1
1,1
1,1
d,1
1,1
g,1
h,1
4t,0
1,0
1,0
1,0
1,0
b,3
h,3
1,0
1,3
1,1
1,1
d,3
1,3
1,1
1,1
e,3
1,1
1,1
g,1
67,1
1,1
li5,1
1,1
1,1
1,1
72,1
1,1
1,1
67,3
c,3
1,3
1,0
2,3
1,3
t,0
i,3
1,3
1,3
55,3
2,3
3,3
1,3
b,0
1,3
2,0
1,0
1,0
1,0
9,3
2,3
3,3
1,3
1,3
t,3
1,3
1,3
1,3
e,3
1,3
a,1
w,3
1,3
3o,3
1,3
b,3
1,0
3,0
1,0
a,1
5,3
1,3
1,3
9,0
1,3
3,1
1,3
1,3
v,3
b,3
w,3
1,3
3j,3
1,3
4,3
c,0
4,0
1,0
a,0
5,3
1,3
1,3
9,1
1,3
2,1
3,3
a,3
5,3
r,3
g,3
g,3
1,3
1,3
32,1
k,3
f,0
1,0
c,0
3,3
1,3
c,3
1,3
j,3
c,3
w,3
1,3
f,3
1,3
1,3
32,1
x,0
2,0
d,0
3,3
1,3
c,3
1,3
j,3
c,3
1,3
f,3
1,3
1,3
u,3
1,3
4i,3
e,3
j,3
c,3
g,3
g,3
1,3
1ia,2
1,3
2,3
e,3
2,3
1,3
f,3
1,3
1a,1
1,0
4a,3
2,3
3,3
2,3
a,0
j,3
1,3
1,3
d,3
3,3
1c,0
4s,1
1,0
2m,3
k,3
1,3
2y,3
1,3
4,3
1,3
a,2
1,2
4,2
1,2
1,2
9,3
1,0
4,3
1,3
1,3
9,3
2,3
2,3
1,3
1,3
1,3
b,0
5,3
9,3
4,3
1,3
1,3
1,3
9,3
5,3
1,3
1,3
9,3
1,3
5,3
a,3
1,3
5,3
a,3
1,3
3,3
1,3
2z,3
5,3
b,3
1,3
4,3
b,0
1,0
3,3
1,3
1,3
1,1
9,3
2,3
2,3
1,3
1,3
a,3
1,3
3,3
1,3
1,3
1,3
a,0
f,3
5,3
1,3
a,3
1,3
f,3
g,3
1,3
33,3
g,3
1,3
g,0
1,3
1,3
2,3
1,3
1,3
9,3
3,3
2,3
1,3
1,3
9,3
1,3
2,3
2,3
1,3
1,3
9,3
5,3
1,3
g,3
a,3
1,3
f,3
g,3
1,3
1,3
1,3
3i,3
2,3
e,0
1,3
2,3
e,2
1,3
1,3
c,3
1,3
2,3
1,3
c,3
1,3
2,3
1,3
c,3
1,3
1,3
u,3
1,3
f,3
1,3
1,3
1,3
3h,3
1,3
2,3
e,3
1,3
e,3
1,3
1,3
1,3
d,3
1,3
2,3
d,3
1,3
2,3
1,3
c,3
1,3
1,3
2,3
c,3
1,3
1,3
1,3
t,3
1,3
1,3
4e,3
g,3
1,3
j,3
c,3
1,3
f,3
1,3
1,3
e,3
1,3
4o1,0
1,1
1,1
1,1
1,3
c,3
1,3
1,3
1,3
1,3
1,3
b,3
1,3
3,3
1,3
f,3
f,3
1,3
1,3
b,3
2,3
2,3
c,3
2,3
1,3
d,3
1,3
1,3
1,3
33,1
1,1
b,1
2,3
3,3
1,3
1,3
b,3
2,3
f,2
1,3
1,3
1,3
1,3
c,3
1,3
1,3
1,3
1,3
e,3
1,3
f,3
1,3
1,3
b,3
1,3
1,3
2,3
1,3
c,3
2,3
2,3
b,3
1,3
1,3
1,3
1,3
3g,3
f,1
1,1
3,3
1,3
6z,3
3,3
b,3
1,3
2,1
2,3
1,3
1,3
1,3
t,3
2,3
g,3
g,3
p,3
1,3
5,3
3f,3
5,3
1,3
c,3
3,1
1,1
1,1
b,3
3,3
1,3
1,3
e,3
1,3
1,3
14,3
7,3
9,3
g,3
6,3
3f,3
f,0
6,0
1,0
9,2
1,3
2,3
3,3
1,3
a,3
5,3
1,3
c,1
3,3
1,3
p,3
g,3
1,3
f,3
1,3
2,1
3i,3
h,3
1,1
1,3
1,0
b,3
1,3
2,1
1,3
1,3
b,3
4,3
1,3
b,3
1,3
2,1
2,3
b,3
1,3
2,1
t,3
1,3
f,3
1,3
3k,3
f,3
2,3
1,1
1,1
1,0
b,3
1,3
2,1
1,3
1,3
1,3
a,3
1,3
3,3
1,3
b,3
1,3
2,1
2,3
b,3
1,3
2,1
3,3
a,3
1,3
v,3
1,3
41,3
1,1
1,1
1,0
b,3
1,3
2,1
1,3
1,3
g,3
e,1
2,3
c,3
2,1
d,3
1,3
f,3
1,3
1i9,1
2,0
1,1
1,3
1,3
1,1
c,2
1,3
1,3
1,3
1,3
d,3
1,3
1,3
d,3
1,3
2,3
f,3
1,3
1,3
c,3
1,3
2,3
1,3
c,3
1,3
1,3
2,3
c,3
1,3
1,3
1,3
3e,3
3,3
1,3
1,3
1,3
1,3
s,2
1,3
1,3
1,3
1,3
d,3
1,3
1,3
e,3
1,3
1,3
f,3
1,3
1,3
c,3
1,3
2,3
1,3
c,3
1,3
1,3
2,3
c,3
1,3
1,3
1,3
3x,3
1,0
1,3
1,3
t,1
1,3
26,1
3x,0
2,1
e,3
3,3
1,3
2,3
1,3
1s,3
t,3
3w,0
6,0
1,0
9,2
1,3
5,3
1,3
1,3
8,3
1,3
5,3
1,3
1,3
o,3
6,3
h,3
u,3
1,3
3u,3
6,3
1,3
9,3
1,3
5,3
1,3
f,3
1,3
f,3
1,3
1,3
58,3
f,1
1,0
1,3
b,3
1,3
2,3
1,3
1,3
b,3
2,3
2,3
1,3
b,3
5,3
f,3
3,3
16,3
3z,3
3,1
2,3
1,1
a,3
1,3
2,3
1,3
1,3
1,3
a,3
2,3
2,3
1,3
1,3
a,3
5,3
r,3
4y,1
1,1
1,0
g,3
g,3
1,3
b,3
x,3
1ir,3
2,1
1,1
1,1
b,3
2,3
1,3
1,3
e,3
1,3
1,3
e,3
h,3
1,3
1,3
f,3
1,3
d,3
1,3
2,3
c,1
1,3
1,3
1,3
3i,3
1,3
1,3
u,3
1,3
1,3
e,3
2,3
w,3
1,3
f,3
1,3
d,3
1,3
2,3
c,1
1,3
1,3
1,3
3k,3
d,3
2,0
1,0
v,2
1,2
1c,3
1,3
d,3
1,3
2,3
d,3
1,3
1,3
3z,3
1,3
e,3
1,3
1,3
v,3
g,3
1,3
e,3
2,3
e,3
1,3
f,3
1,3
1,3
4v,3
1,3
6o,3
f,3
1,3
1,3
f,3
1,3
63,3
2,3
b,3
1,3
1,3
3,3
2,3
9,3
5,3
1o,3
4i,3
d,3
1,3
1,3
3,3
1,3
a,3
1,3
4,3
s,3
w,3
1oy,2
1,3
2,2
1,2
c,3
1,3
2,3
1,3
1,3
e,3
1,3
1,3
e,3
1,3
1,3
s,3
3,3
1,3
e,3
2,3
d,1
1,3
1,3
4d,3
2,3
1,3
1,3
e,3
1,3
1,3
e,3
1,3
1,3
v,3
1,3
e,3
2,3
d,1
1,3
1,3
3k,1
d,3
2,0
1,0
1l,1
n,1
f,1
g,1
1,1
5b,3
1,3
1,3
f,3
g,3
f,3
g,3
1,3
il,3
g,3
3,3
1,3
o,3
1,3
5x,3
e,3
2,3
q,3
1,3
73,3
1j8,2
1,2
1,3
1,2
1,2
b,3
1,3
1,3
2,3
1,3
c,3
1,3
2,3
1,3
d,3
2,3
1,3
c,3
3,3
1,3
t,3
3,3
f,3
2z,3
f,2
1,2
g,3
h,3
1,3
1,3
2,3
1,3
d,3
2,3
1,3
d,3
2,3
1,3
f,3
1,3
w,3
f,3
3e,2
6,1
g,3
1,3
o,3
n,3
1,3
f,1
1c,1
49,3
11,3
2,3
1,3
f,3
1,3
f,3
w,3
49,3
g,3
78,3
dt,3
g,3
1r2,2
2,2
1,2
d,3
1,3
1,3
1,3
2,3
d,3
1,3
2,3
d,3
1,3
2,3
e,3
2,3
c,3
4,3
49,2
1,2
f,0
k,3
1,3
2,3
d,3
1,3
2,3
d,3
1,3
2,3
e,3
2,3
g,3
4u,3
2,3
19,3
1,3
2,3
e,1
q,1
5x,3
1,3
2,3
e,3
2,3
g,3
8,3
1,3
73,3
cl,3
1y7,2
2,2
1,2
c,3
1,3
1,3
1,3
1,3
c,3
1,3
1,3
1,3
1,3
e,3
1,3
1,3
f,3
1,3
g,3
4a,2
1,2
x,3
1,3
1,3
1,3
1,3
d,3
1,3
1,3
1,3
e,3
1,3
1,3
f,3
1,3
g,3
4g,1
b,3
1,3
2,3
1,3
1,3
1a,3
1,3
1,3
f,1
1,1
g,1
66,3
1,3
1,3
f,3
1,3
g,3
lhq,3
74,1
cs,3
5,1
b,3
1,1
1,3
3,3
1,3
a,3
5,0
1,0
1,0
t,0
1,3
1,3
1,3
p,3
1,3
v,3
1,3
3j,2
1,2
f,3
g,3
5,3
1,3
1,3
9,3
1,0
4,3
1,3
22,2
34,3
g,2
1,2
f,3
5,3
b,3
2,3
3,3
1,3
a,3
1,2
5,3
a,2
2,1
u,0
w,0
4g,3
4,3
c,0
g,0
1,2
f,0
w,3
g,3
1,2
1,3
32,3
g,2
1,2
f,3
1,2
f,3
g,0
2,3
e,0
1,2
1,2
e,0
g,3
1,2
1,3
u,3
1,2
4v,3
1c,3
g,3
1id,0
1,0
e,3
1,3
1,3
1,3
c,1
1,1
2,1
1,1
1c,1
49,0
3,0
x,3
f,1
74,1
1,1
1,1
1,1
1,1
v,3
g,3
1,3
b,3
3,3
d,3
1,3
1,3
1,3
1,3
3e,0
5,0
1,0
a,0
1,0
1,0
3,0
1,0
1,0
9,0
1,0
1,3
3,0
1,0
1,3
t,0
1,0
1,0
1,0
9,0
5,0
1,0
a,0
1,0
3,0
2,0
a,0
1,0
1,0
4,0
a,0
1,0
1,0
1,0
1,0
1,0
1,0
2y,3
g,0
1,0
4,0
g,0
c,3
3,3
1,3
1,3
a,1
1,1
3,1
1,0
1,0
1,0
u,0
b,0
g,0
g,0
1,0
3,0
30,3
g,0
1,0
4,0
1,0
a,0
5,0
1,0
a,3
1,3
4,3
1,3
1,3
9,0
1,1
2,1
2,1
1,1
1,1
9,0
5,0
1,0
1,0
e,0
b,0
g,0
g,0
1,0
1,0
3i,0
1,0
2,0
1,0
2,0
c,0
2,0
f,3
1,3
c,1
1,1
2,0
1,1
c,0
3,0
1,0
c,0
1,0
3,0
c,0
g,0
1,0
1,0
e,0
1,0
1,0
1,0
31,3
g,0
1,0
2,0
1,0
c,0
g,3
1,3
1,3
1,3
d,1
1,1
1,0
2,0
c,0
3,0
1,0
c,0
1,0
3,0
c,0
1,0
1,0
1,0
d,0
g,0
1,0
1,0
4e,3
g,1
1,1
2,0
1,1
c,0
4,0
c,0
g,0
2,0
e,0
1j8,1
kc,0
2,0
3,0
1,0
2y,3
1,3
3j,2
m,0
q,1
5,1
1,1
22,3
1,3
4u,2
1,1
6,1
a,1
w,3
w,3
1,3
4u,2
1,1
g,2
g,3
1c,0
3k,2
1b,2
1,1
3,2
d,2
g,3
1,3
f,0
2,2
u,0
4w,1
w,3
g,0
1ir,1
1,1
1,1
1,1
1,1
b,3
1,1
1,1
1,1
1,3
c,1
1,1
4,1
c,1
1,0
1,0
1,0
c,1
3,1
1,1
1,1
b,1
1,1
1,1
2,1
1,1
b,1
1,1
1,1
1,1
2,1
b,1
1,1
1,1
1,1
1,1
31,3
f,1
1,1
1,1
1,1
1,1
1,1
c,1
1,1
2,1
1,1
d,1
1,1
1,1
d,1
3,1
e,0
1,0
1,0
f,1
1,1
1,1
b,1
1,1
1,1
2,1
1,1
e,1
2,1
b,1
1,1
1,1
1,1
1,1
3g,1
2,2
2,1
c,3
w,2
4,3
v,1
1,1
1,1
c,1
1,1
2,1
1,1
d,1
1,1
2,1
c,1
1,1
1,1
1,1
4a,3
5,0
1,0
2j,3
33,3
g,0
1,0
4,0
2,0
8,0
6,0
2,0
b,0
3,3
1,3
1,3
e,0
1,0
1,0
14,0
1,0
v,0
1,0
34,3
g,0
g,0
g,3
5,3
1,3
9,0
1,0
5,0
a,0
6,0
16,0
1,0
f,0
1,0
34,3
g,0
3,1
s,3
1,3
3,3
1,3
b,0
4,1
c,0
1,0
4,0
b,0
w,0
1,0
f,0
1,0
3k,0
f,0
g,3
1,3
3,3
1,3
b,0
4,1
1,0
b,0
1,0
4,0
b,0
1,0
f,0
1,0
v,0
1,0
4j,3
19,0
f,0
1,0
f,0
1,0
1ib,1
1,1
1,1
1,1
1,1
d,1
1,3
1,3
1,1
d,1
1,1
1,1
e,1
2,0
1,0
e,1
1,1
1,1
c,1
1,1
2,1
1,1
c,1
1,1
1,1
2,1
c,1
1,1
1,1
1,1
31,3
1,1
3,1
c,1
1,1
1,1
1,1
1,1
c,1
1,1
1,1
1,1
1,1
d,1
1,3
1,3
e,1
1,1
1,1
e,0
1,0
1,0
1,0
e,1
1,1
1,1
c,1
1,1
2,1
1,1
c,1
1,1
1,1
2,1
c,1
1,1
1,1
1,1
3h,1
1,1
g,1
v,3
j,0
5s,1
f,3
v,1
h,1
1,1
1,1
d,1
g,1
b,0
4,1
1,1
